No.,Time,Source,Destination,Protocol,Length,URLs
15256,160.802256,18.64.141.129,10.200.52.16,TCP,1494,[]
767,0.850809,18.64.141.129,10.200.52.16,TCP,1494,[]
14188,150.620742,18.64.141.129,10.200.52.16,TCP,1494,[]
3783,37.328189,10.200.52.16,104.225.98.129,TCP,66,[]
18932,210.702229,10.200.52.16,18.64.141.129,TCP,66,[]
9337,90.951629,18.64.141.129,10.200.52.16,TCP,1494,[]
19287,211.042628,18.64.141.129,10.200.52.16,TCP,1494,[]
10703,110.615916,10.200.52.16,18.64.141.129,TCP,66,[]
16607,180.860667,18.64.141.129,10.200.52.16,TCP,1494,[]
10466,101.293518,10.200.52.16,18.64.141.129,TCP,54,[]
2861,30.099912,13.107.6.158,10.200.52.16,TCP,396,[]
1222,10.77806,18.64.141.129,10.200.52.16,TCP,1494,[]
15086,160.64401,10.200.52.16,18.64.141.129,TCP,54,[]
4865,45.905478,10.200.52.16,104.18.2.161,UDP,86,[]
19468,211.137326,10.200.52.16,18.64.141.129,TCP,90,[]
13858,140.929119,10.200.52.16,18.64.141.129,TCP,66,[]
15784,170.42119,18.64.141.129,10.200.52.16,TCP,1494,[]
4925,46.496756,10.200.52.16,104.18.2.161,UDP,88,[]
4533,41.710828,18.64.141.129,10.200.52.16,TCP,1494,[]
17334,190.313698,18.64.141.129,10.200.52.16,TCP,1494,[]
1673,13.069094,10.200.52.16,8.8.8.8,DNS,91,[]
14882,154.673873,10.200.52.16,172.217.17.46,UDP,78,[]
12790,131.211542,10.200.52.16,18.64.141.129,TCP,54,[]
15135,160.786243,10.200.52.16,18.64.141.129,TCP,54,[]
4056,41.123916,10.200.52.16,18.64.141.129,TCP,74,[]
6953,60.768891,10.200.52.16,18.64.141.129,TCP,54,[]
13258,139.201509,10.200.52.16,172.217.17.35,UDP,115,[]
10001,101.00917,18.64.141.129,10.200.52.16,TCP,1494,[]
17610,191.033085,18.64.141.129,10.200.52.16,TCP,1494,[]
10468,101.293609,18.64.141.129,10.200.52.16,TCP,1494,[]
15242,160.800015,18.64.141.129,10.200.52.16,TCP,1494,[]
11954,120.950851,18.64.141.129,10.200.52.16,TCP,1494,[]
12948,131.241615,10.200.52.16,18.64.141.129,TCP,66,[]
12017,120.958157,10.200.52.16,18.64.141.129,TCP,66,[]
16600,180.859991,18.64.141.129,10.200.52.16,TCP,1494,[]
10238,101.18496,18.64.141.129,10.200.52.16,TCP,1494,[]
15860,170.573821,18.64.141.129,10.200.52.16,TCP,1494,[]
12999,131.286561,18.64.141.129,10.200.52.16,TCP,1494,[]
19827,220.699027,10.200.52.16,18.64.141.129,TCP,54,[]
9488,90.976612,10.200.52.16,18.64.141.129,TCP,54,[]
18192,200.750115,18.64.141.129,10.200.52.16,TCP,1494,[]
18689,201.743834,18.64.141.129,10.200.52.16,TCP,1494,[]
12555,131.082291,10.200.52.16,18.64.141.129,TCP,74,[]
4318,41.528695,18.64.141.129,10.200.52.16,TCP,1494,[]
9981,101.006264,18.64.141.129,10.200.52.16,TCP,1494,[]
18585,201.620004,18.64.141.129,10.200.52.16,TCP,1494,[]
7386,70.32324,10.200.52.16,18.64.141.129,TCP,54,[]
5520,50.827183,18.64.141.129,10.200.52.16,TCP,1494,[]
859,10.175194,10.200.52.16,18.64.141.129,TCP,66,[]
13601,140.76763,18.64.141.129,10.200.52.16,TCP,1494,[]
4440,41.637718,10.200.52.16,18.64.141.129,TCP,66,[]
9034,90.642628,18.64.141.129,10.200.52.16,TCP,1494,[]
7876,70.976855,18.64.141.129,10.200.52.16,TCP,1494,[]
596,0.72589,18.64.141.129,10.200.52.16,TCP,1494,[]
15904,170.719609,18.64.141.129,10.200.52.16,TCP,1494,[]
8805,81.233667,18.64.141.129,10.200.52.16,TCP,1494,[]
7800,70.95314,10.200.52.16,18.64.141.129,TCP,54,[]
9187,90.806877,10.200.52.16,18.64.141.129,TCP,54,[]
10971,110.788947,18.64.141.129,10.200.52.16,TCP,1494,[]
9747,100.543262,18.64.141.129,10.200.52.16,TCP,1494,[]
16397,170.90246,10.200.52.16,18.64.141.129,TCP,54,[]
1952,20.76175,18.64.141.129,10.200.52.16,TCP,1494,[]
9121,90.663373,10.200.52.16,18.64.141.129,TCP,54,[]
16189,170.890592,18.64.141.129,10.200.52.16,TCP,1494,[]
14922,154.84929,13.107.42.16,10.200.52.16,TCP,60,[]
18658,201.70544,18.64.141.129,10.200.52.16,TCP,1494,[]
6945,60.766262,18.64.141.129,10.200.52.16,TCP,1494,[]
9966,101.003789,10.200.52.16,18.64.141.129,TCP,54,[]
7831,70.962903,18.64.141.129,10.200.52.16,TCP,1494,[]
2514,21.041827,18.64.141.129,10.200.52.16,TCP,1494,[]
6733,60.581587,10.200.52.16,18.64.141.129,TCP,54,[]
5560,50.847491,18.64.141.129,10.200.52.16,TCP,1494,[]
20257,221.059441,18.64.141.129,10.200.52.16,TCP,1494,[]
7861,70.973078,18.64.141.129,10.200.52.16,TCP,1494,[]
17654,191.139769,18.64.141.129,10.200.52.16,TCP,1494,[]
11028,110.92033,10.200.52.16,18.64.141.129,TCP,54,[]
4701,42.741625,104.225.98.129,10.200.52.16,TCP,85,[]
15931,170.721958,10.200.52.16,18.64.141.129,TCP,66,[]
2234,20.91789,10.200.52.16,18.64.141.129,TCP,54,[]
11243,110.947063,18.64.141.129,10.200.52.16,TCP,1494,[]
10297,101.192173,18.64.141.129,10.200.52.16,TCP,1494,[]
19196,210.985172,18.64.141.129,10.200.52.16,TCP,1494,[]
7957,71.000255,18.64.141.129,10.200.52.16,TCP,1494,[]
1177,10.639283,10.200.52.16,18.64.141.129,TCP,66,[]
14734,150.953833,18.64.141.129,10.200.52.16,TCP,1494,[]
16848,181.102584,10.200.52.16,18.64.141.129,TCP,54,[]
16587,180.8592,10.200.52.16,18.64.141.129,TCP,54,[]
13458,140.748017,18.64.141.129,10.200.52.16,TCP,620,[]
9216,90.81339,18.64.141.129,10.200.52.16,TCP,1494,[]
11491,120.313347,10.200.52.16,13.107.42.14,TLSv1.2,96,[]
12484,131.04556,18.64.141.129,10.200.52.16,TCP,1494,[]
15672,161.081987,18.64.141.129,10.200.52.16,TCP,1494,[]
15487,160.954479,18.64.141.129,10.200.52.16,TCP,1494,[]
14108,150.464292,18.64.141.129,10.200.52.16,TCP,1494,[]
4242,41.444779,18.64.141.129,10.200.52.16,TCP,1494,[]
5425,50.686557,18.64.141.129,10.200.52.16,TCP,1494,[]
7448,70.626181,18.64.141.129,10.200.52.16,TCP,1494,[]
3402,31.04721,10.200.52.16,18.64.141.129,TCP,54,[]
7493,70.635932,10.200.52.16,18.64.141.129,TCP,54,[]
8996,90.491027,18.64.141.129,10.200.52.16,TCP,1494,[]
1551,10.805808,10.200.52.16,18.64.141.129,TCP,90,[]
1010,10.482387,18.64.141.129,10.200.52.16,TCP,1494,[]
15560,160.961795,18.64.141.129,10.200.52.16,TCP,1494,[]
16235,170.891672,18.64.141.129,10.200.52.16,TCP,1494,[]
10930,110.785192,18.64.141.129,10.200.52.16,TCP,1494,[]
17144,181.192005,18.64.141.129,10.200.52.16,TCP,1494,[]
5096,48.424692,10.200.52.16,104.18.2.161,UDP,87,[]
649,0.730239,18.64.141.129,10.200.52.16,TCP,1494,[]
15432,160.948935,18.64.141.129,10.200.52.16,TCP,1494,[]
11055,110.924104,10.200.52.16,18.64.141.129,TCP,54,[]
4976,46.972527,104.18.2.161,10.200.52.16,UDP,1092,[]
728,0.736724,10.200.52.16,18.64.141.129,TCP,54,[]
9134,90.793859,10.200.52.16,18.64.141.129,TCP,54,[]
13685,140.90345,18.64.141.129,10.200.52.16,TCP,1494,[]
8743,81.211301,10.200.52.16,18.64.141.129,TCP,54,[]
8170,76.223739,142.250.181.46,10.200.52.16,UDP,69,[]
18252,200.890721,18.64.141.129,10.200.52.16,TCP,1494,[]
6861,60.742033,18.64.141.129,10.200.52.16,TCP,1494,[]
332,0.563919,18.64.141.129,10.200.52.16,TCP,1494,[]
7028,60.875836,18.64.141.129,10.200.52.16,TCP,1494,[]
14927,154.85266,10.200.52.16,13.107.42.16,TLSv1.2,92,[]
8700,81.200287,18.64.141.129,10.200.52.16,TCP,1494,[]
212,0.553272,10.200.52.16,18.64.141.129,TCP,54,[]
19537,211.183349,10.200.52.16,18.64.141.129,TCP,90,[]
14565,150.934671,18.64.141.129,10.200.52.16,TCP,1494,[]
6344,52.600164,104.18.2.161,10.200.52.16,UDP,1242,[]
1782,20.456961,18.64.141.129,10.200.52.16,TCP,1494,[]
15429,160.948754,18.64.141.129,10.200.52.16,TCP,1494,[]
3544,31.060506,18.64.141.129,10.200.52.16,TCP,1494,[]
1439,10.79681,18.64.141.129,10.200.52.16,TCP,1494,[]
10708,110.61638,18.64.141.129,10.200.52.16,TCP,1494,[]
2869,30.287238,10.200.52.16,18.64.141.129,TCP,66,[]
2435,21.000982,10.200.52.16,18.64.141.129,TCP,66,[]
6831,60.731699,18.64.141.129,10.200.52.16,TCP,1494,[]
4793,44.743287,10.200.52.16,104.18.2.161,UDP,85,[]
9421,90.966474,18.64.141.129,10.200.52.16,TCP,1494,[]
16650,180.979699,18.64.141.129,10.200.52.16,TCP,1494,[]
17852,191.660027,18.64.141.129,10.200.52.16,TCP,1494,[]
11870,120.940419,10.200.52.16,18.64.141.129,TCP,54,[]
6476,53.583094,10.200.52.16,104.18.2.161,UDP,90,[]
9507,90.979645,10.200.52.16,18.64.141.129,TCP,54,[]
15896,170.577516,18.64.141.129,10.200.52.16,TCP,828,[]
12512,131.050316,18.64.141.129,10.200.52.16,TCP,1494,[]
17384,190.514876,18.64.141.129,10.200.52.16,TCP,1494,[]
20236,221.053035,18.64.141.129,10.200.52.16,TCP,1494,[]
12172,120.973461,10.200.52.16,18.64.141.129,TCP,54,[]
13,0.104344,10.200.52.16,18.64.141.129,TCP,89,[]
12506,131.048244,18.64.141.129,10.200.52.16,TCP,1494,[]
819,3.649068,142.251.31.101,10.200.52.16,UDP,199,[]
10977,110.91386,18.64.141.129,10.200.52.16,TCP,1494,[]
20094,220.996973,10.200.52.16,18.64.141.129,TCP,54,[]
8185,76.346242,142.250.181.46,10.200.52.16,UDP,314,[]
9897,100.994251,10.200.52.16,18.64.141.129,TCP,54,[]
454,0.712729,18.64.141.129,10.200.52.16,TCP,1494,[]
15293,160.931255,18.64.141.129,10.200.52.16,TCP,1494,[]
20101,220.9995,18.64.141.129,10.200.52.16,TCP,1494,[]
9849,100.848228,18.64.141.129,10.200.52.16,TCP,1494,[]
3458,31.051839,18.64.141.129,10.200.52.16,TCP,1494,[]
17955,191.91067,18.64.141.129,10.200.52.16,TCP,1494,[]
18705,201.761568,18.64.141.129,10.200.52.16,TCP,1494,[]
660,0.731001,18.64.141.129,10.200.52.16,TCP,1494,[]
19068,210.87369,10.200.52.16,18.64.141.129,TCP,54,[]
19001,210.835478,18.64.141.129,10.200.52.16,TCP,1494,[]
11101,110.930268,10.200.52.16,18.64.141.129,TCP,66,[]
17595,191.003579,18.64.141.129,10.200.52.16,TCP,1494,[]
941,10.476842,18.64.141.129,10.200.52.16,TCP,1494,[]
2740,21.999307,Cisco_07:9d:d9,Spanning-tree-(for-bridges)_00,STP,64,[]
9605,90.995924,10.200.52.16,18.64.141.129,TCP,54,[]
11797,120.806017,18.64.141.129,10.200.52.16,TCP,1494,[]
17029,181.175309,10.200.52.16,18.64.141.129,TCP,90,[]
17366,190.470556,18.64.141.129,10.200.52.16,TCP,1494,[]
18828,201.857599,18.64.141.129,10.200.52.16,TCP,1494,[]
16326,170.893981,18.64.141.129,10.200.52.16,TCP,1494,[]
19951,220.85505,18.64.141.129,10.200.52.16,TCP,1494,[]
4072,41.165738,18.64.141.129,10.200.52.16,TCP,1494,[]
1401,10.792292,10.200.52.16,18.64.141.129,TCP,54,[]
7691,70.825444,18.64.141.129,10.200.52.16,TCP,1494,[]
8223,79.427849,10.200.52.16,18.64.141.129,TCP,658,[]
8124,76.197231,10.200.52.16,142.250.181.46,UDP,1292,[]
6364,52.912102,104.18.2.161,10.200.52.16,UDP,941,[]
5797,50.999168,18.64.141.129,10.200.52.16,TCP,1494,[]
3678,32.256775,142.250.181.46,10.200.52.16,UDP,69,[]
6567,54.47943,104.18.2.161,10.200.52.16,UDP,1242,[]
15933,170.722074,18.64.141.129,10.200.52.16,TCP,1494,[]
14406,150.88451,18.64.141.129,10.200.52.16,TCP,381,[]
10968,110.788723,18.64.141.129,10.200.52.16,TCP,1494,[]
12326,130.593698,10.200.52.16,18.64.141.129,TCP,54,[]
14254,150.768247,10.200.52.16,18.64.141.129,TCP,66,[]
5189,49.40239,104.18.2.161,10.200.52.16,UDP,306,[]
15251,160.80105,18.64.141.129,10.200.52.16,TCP,1494,[]
1109,10.635085,10.200.52.16,18.64.141.129,TCP,54,[]
17895,191.759539,18.64.141.129,10.200.52.16,TCP,1494,[]
10309,101.193964,18.64.141.129,10.200.52.16,TCP,1494,[]
3230,30.752497,10.200.52.16,18.64.141.129,TCP,54,[]
13476,140.749561,10.200.52.16,18.64.141.129,TCP,66,[]
16111,170.868185,10.200.52.16,18.64.141.129,TCP,66,[]
13974,140.940155,18.64.141.129,10.200.52.16,TCP,1494,[]
11512,120.336439,10.200.52.16,18.64.141.129,TCP,54,[]
16747,181.017226,18.64.141.129,10.200.52.16,TCP,1494,[]
5836,51.01718,18.64.141.129,10.200.52.16,TCP,1494,[]
4327,41.535853,18.64.141.129,10.200.52.16,TCP,1494,[]
16482,174.102102,172.217.19.202,10.200.52.16,UDP,1292,[]
1780,20.456961,18.64.141.129,10.200.52.16,TCP,1494,[]
2554,21.063742,18.64.141.129,10.200.52.16,TCP,169,[]
2687,21.567081,10.200.52.16,172.217.19.170,UDP,83,[]
1041,10.484515,10.200.52.16,18.64.141.129,TCP,54,[]
19136,210.935092,18.64.141.129,10.200.52.16,TCP,1494,[]
1564,10.806725,18.64.141.129,10.200.52.16,TCP,1494,[]
17363,190.468746,10.200.52.16,18.64.141.129,TCP,54,[]
556,0.722567,18.64.141.129,10.200.52.16,TCP,1494,[]
3072,30.739327,18.64.141.129,10.200.52.16,TCP,1494,[]
18259,200.905048,10.200.52.16,18.64.141.129,TCP,66,[]
4475,41.66042,10.200.52.16,18.64.141.129,TCP,66,[]
7530,70.657743,18.64.141.129,10.200.52.16,TCP,1494,[]
13301,140.447404,10.200.52.16,18.64.141.129,TCP,54,[]
20070,220.979897,10.200.52.16,18.64.141.129,TCP,54,[]
17191,181.224039,10.200.52.16,18.64.141.129,TCP,54,[]
17479,190.777329,18.64.141.129,10.200.52.16,TCP,1494,[]
1417,10.794899,18.64.141.129,10.200.52.16,TCP,1494,[]
15085,160.64398,10.200.52.16,18.64.141.129,TCP,54,[]
17842,191.638886,18.64.141.129,10.200.52.16,TCP,1494,[]
17856,191.669014,10.200.52.16,18.64.141.129,TCP,66,[]
16620,180.862006,10.200.52.16,18.64.141.129,TCP,54,[]
17861,191.679264,10.200.52.16,18.64.141.129,TCP,54,[]
4602,41.745088,18.64.141.129,10.200.52.16,TCP,1494,[]
9411,90.964982,18.64.141.129,10.200.52.16,TCP,1494,[]
15066,160.642151,10.200.52.16,18.64.141.129,TCP,66,[]
7962,71.001438,18.64.141.129,10.200.52.16,TCP,1494,[]
7400,70.475356,10.200.52.16,18.64.141.129,TCP,54,[]
19644,213.310474,10.200.52.16,172.217.17.46,UDP,74,[]
10406,101.238988,10.200.52.16,18.64.141.129,TCP,54,[]
1239,10.78002,10.200.52.16,18.64.141.129,TCP,54,[]
3736,34.628664,13.107.6.158,10.200.52.16,TCP,60,[]
8962,88.618639,204.79.197.200,10.200.52.16,TCP,66,[]
12661,131.164365,10.200.52.16,18.64.141.129,TCP,54,[]
10304,101.193192,18.64.141.129,10.200.52.16,TCP,1494,[]
18899,210.549344,10.200.52.16,18.64.141.129,TCP,54,[]
14713,150.951672,10.200.52.16,18.64.141.129,TCP,90,[]
10058,101.115493,18.64.141.129,10.200.52.16,TCP,1494,[]
13675,140.902145,10.200.52.16,18.64.141.129,TCP,54,[]
16616,180.861554,10.200.52.16,18.64.141.129,TCP,54,[]
13099,131.350883,10.200.52.16,18.64.141.129,TCP,66,[]
9020,90.497481,18.64.141.129,10.200.52.16,TCP,1494,[]
10895,110.778433,10.200.52.16,18.64.141.129,TCP,54,[]
18199,200.76474,18.64.141.129,10.200.52.16,TCP,1494,[]
29,0.253135,10.200.52.16,18.64.141.129,TCP,66,[]
18321,201.045651,10.200.52.16,18.64.141.129,TCP,66,[]
9719,94.42827,10.200.52.16,172.217.17.46,UDP,73,[]
356,0.566304,10.200.52.16,18.64.141.129,TCP,66,[]
9622,90.998035,18.64.141.129,10.200.52.16,TCP,1494,[]
3171,30.747173,10.200.52.16,18.64.141.129,TCP,54,[]
19105,210.898946,18.64.141.129,10.200.52.16,TCP,1494,[]
17386,190.51512,10.200.52.16,18.64.141.129,TCP,82,[]
18501,201.468772,18.64.141.129,10.200.52.16,TCP,1494,[]
12660,131.164339,18.64.141.129,10.200.52.16,TCP,1494,[]
8525,81.114799,10.200.52.16,18.64.141.129,TCP,54,[]
5644,50.891612,18.64.141.129,10.200.52.16,TCP,1494,[]
6866,60.74435,18.64.141.129,10.200.52.16,TCP,1494,[]
15337,160.93564,18.64.141.129,10.200.52.16,TCP,1494,[]
13941,140.93726,18.64.141.129,10.200.52.16,TCP,1494,[]
3676,32.253796,142.250.181.46,10.200.52.16,UDP,162,[]
4225,41.421481,10.200.52.16,18.64.141.129,TCP,54,[]
965,10.47864,18.64.141.129,10.200.52.16,TCP,1494,[]
6750,60.588411,10.200.52.16,18.64.141.129,TCP,54,[]
121,0.406875,18.64.141.129,10.200.52.16,TCP,1494,[]
6795,60.603547,10.200.52.16,18.64.141.129,TCP,54,[]
4229,41.426178,10.200.52.16,18.64.141.129,TCP,54,[]
5580,50.860015,18.64.141.129,10.200.52.16,TCP,1494,[]
329,0.563614,18.64.141.129,10.200.52.16,TCP,1494,[]
4711,43.481153,10.200.52.16,8.8.4.4,TCP,66,[]
3282,31.018528,18.64.141.129,10.200.52.16,TCP,1494,[]
2371,20.9299,10.200.52.16,18.64.141.129,TCP,54,[]
5523,50.827857,18.64.141.129,10.200.52.16,TCP,1494,[]
2545,21.063147,18.64.141.129,10.200.52.16,TCP,1494,[]
14147,150.614401,18.64.141.129,10.200.52.16,TCP,1494,[]
19344,211.07523,10.200.52.16,18.64.141.129,TCP,66,[]
11078,110.927254,18.64.141.129,10.200.52.16,TCP,1494,[]
16912,181.161825,18.64.141.129,10.200.52.16,TCP,1494,[]
10872,110.775333,18.64.141.129,10.200.52.16,TCP,1494,[]
2179,20.913455,10.200.52.16,18.64.141.129,TCP,54,[]
4899,46.107278,10.200.52.16,172.217.17.35,UDP,706,[]
5154,49.143445,104.18.2.161,10.200.52.16,UDP,252,[]
1210,10.642039,18.64.141.129,10.200.52.16,TCP,1494,[]
14496,150.9232,18.64.141.129,10.200.52.16,TCP,1494,[]
17688,191.22775,18.64.141.129,10.200.52.16,TCP,1494,[]
13475,140.749502,18.64.141.129,10.200.52.16,TCP,1494,[]
3124,30.743208,10.200.52.16,18.64.141.129,TCP,66,[]
79,0.402995,10.200.52.16,18.64.141.129,TCP,66,[]
9737,99.420678,10.200.52.16,18.64.141.129,TCP,658,[]
15594,160.964268,10.200.52.16,18.64.141.129,TCP,54,[]
3767,37.083712,10.200.52.16,8.8.4.4,TCP,54,[]
19234,211.006854,18.64.141.129,10.200.52.16,TCP,1494,[]
12850,131.229918,10.200.52.16,18.64.141.129,TCP,54,[]
19685,220.347556,10.200.52.16,18.64.141.129,TCP,54,[]
10893,110.778313,10.200.52.16,18.64.141.129,TCP,66,[]
601,0.726314,18.64.141.129,10.200.52.16,TCP,1494,[]
9138,90.794846,18.64.141.129,10.200.52.16,TCP,1494,[]
4551,41.717161,18.64.141.129,10.200.52.16,TCP,1494,[]
944,10.477056,10.200.52.16,18.64.141.129,TCP,54,[]
18467,201.389516,10.200.52.16,18.64.141.129,TCP,54,[]
13755,140.913699,18.64.141.129,10.200.52.16,TCP,1494,[]
17609,191.033085,18.64.141.129,10.200.52.16,TCP,1494,[]
15462,160.951593,18.64.141.129,10.200.52.16,TCP,1494,[]
9315,90.946663,18.64.141.129,10.200.52.16,TCP,1494,[]
17300,181.417259,10.200.52.16,172.217.21.37,TCP,55,[]
16070,170.742018,18.64.141.129,10.200.52.16,TCP,1494,[]
1562,10.806602,18.64.141.129,10.200.52.16,TCP,1494,[]
4870,46.005556,104.18.2.161,10.200.52.16,UDP,906,[]
10190,101.177837,10.200.52.16,18.64.141.129,TCP,54,[]
6214,51.762059,10.200.52.16,172.217.19.202,UDP,73,[]
13691,140.905608,18.64.141.129,10.200.52.16,TCP,1494,[]
4542,41.715916,18.64.141.129,10.200.52.16,TCP,1494,[]
1783,20.456961,18.64.141.129,10.200.52.16,TCP,1494,[]
14534,150.931971,10.200.52.16,18.64.141.129,TCP,82,[]
1096,10.635029,18.64.141.129,10.200.52.16,TCP,1494,[]
5545,50.839047,18.64.141.129,10.200.52.16,TCP,1494,[]
1947,20.761275,10.200.52.16,18.64.141.129,TCP,66,[]
13518,140.754774,10.200.52.16,18.64.141.129,TCP,54,[]
19661,216.018427,10.200.52.16,239.255.255.250,SSDP,218,[]
18877,210.399557,18.64.141.129,10.200.52.16,TCP,1494,[]
678,0.732379,18.64.141.129,10.200.52.16,TCP,1494,[]
10798,110.765043,10.200.52.16,18.64.141.129,TCP,66,[]
6790,60.602402,18.64.141.129,10.200.52.16,TCP,1494,[]
1393,10.79176,18.64.141.129,10.200.52.16,TCP,1494,[]
12926,131.240999,18.64.141.129,10.200.52.16,TCP,1494,[]
10662,110.465778,18.64.141.129,10.200.52.16,TCP,1494,[]
753,0.739861,10.200.52.16,18.64.141.129,TCP,54,[]
16159,170.890097,18.64.141.129,10.200.52.16,TCP,1494,[]
3738,34.80363,13.107.6.158,10.200.52.16,TLSv1.2,357,[]
2977,30.588182,10.200.52.16,18.64.141.129,TCP,54,[]
6695,60.433291,18.64.141.129,10.200.52.16,TCP,1494,[]
11981,120.954258,10.200.52.16,18.64.141.129,TCP,54,[]
3216,30.751237,18.64.141.129,10.200.52.16,TCP,1494,[]
15200,160.795351,10.200.52.16,18.64.141.129,TCP,54,[]
12405,130.923741,18.64.141.129,10.200.52.16,TCP,1494,[]
9970,101.00471,10.200.52.16,18.64.141.129,TCP,54,[]
12306,130.200173,35.201.109.167,10.200.52.16,TCP,60,[]
1771,20.304313,10.200.52.16,18.64.141.129,TCP,54,[]
20046,220.978946,18.64.141.129,10.200.52.16,TCP,1494,[]
16888,181.15912,18.64.141.129,10.200.52.16,TCP,1494,[]
10913,110.780859,10.200.52.16,18.64.141.129,TCP,54,[]
11676,120.789537,18.64.141.129,10.200.52.16,TCP,1494,[]
3023,30.591839,18.64.141.129,10.200.52.16,TCP,1494,[]
12421,130.925429,18.64.141.129,10.200.52.16,TCP,1494,[]
5402,50.672073,10.200.52.16,18.64.141.129,TCP,54,[]
7857,70.971576,10.200.52.16,18.64.141.129,TCP,54,[]
11205,110.943456,18.64.141.129,10.200.52.16,TCP,1494,[]
10101,101.143167,10.200.52.16,18.64.141.129,TCP,66,[]
6876,60.7469,18.64.141.129,10.200.52.16,TCP,1494,[]
14333,150.77757,10.200.52.16,18.64.141.129,TCP,54,[]
5192,49.4037,10.200.52.16,104.18.2.161,UDP,87,[]
4620,41.757419,18.64.141.129,10.200.52.16,TCP,1494,[]
17529,190.863213,18.64.141.129,10.200.52.16,TCP,1494,[]
12737,131.20591,18.64.141.129,10.200.52.16,TCP,1494,[]
12815,131.22644,18.64.141.129,10.200.52.16,TCP,1494,[]
16664,180.980877,18.64.141.129,10.200.52.16,TCP,1494,[]
8720,81.205293,18.64.141.129,10.200.52.16,TCP,1494,[]
14884,154.730702,10.200.52.16,8.8.8.8,TCP,66,[]
17855,191.668914,18.64.141.129,10.200.52.16,TCP,1494,[]
8147,76.209724,10.200.52.16,142.250.181.46,UDP,1292,[]
7969,71.00314,18.64.141.129,10.200.52.16,TCP,1494,[]
4265,41.473051,10.200.52.16,18.64.141.129,TCP,54,[]
14329,150.777225,18.64.141.129,10.200.52.16,TCP,1494,[]
12455,131.042329,10.200.52.16,18.64.141.129,TCP,66,[]
10653,110.464533,18.64.141.129,10.200.52.16,TCP,660,[]
6826,60.7296,18.64.141.129,10.200.52.16,TCP,1494,[]
8114,76.189438,10.200.52.16,142.250.181.46,UDP,1292,[]
10112,101.144821,18.64.141.129,10.200.52.16,TCP,1494,[]
702,0.734437,18.64.141.129,10.200.52.16,TCP,1494,[]
6171,51.584883,10.200.52.16,104.18.2.161,UDP,92,[]
12544,131.081247,10.200.52.16,18.64.141.129,TCP,66,[]
8160,76.214335,10.200.52.16,142.250.181.46,UDP,1292,[]
6871,60.745328,10.200.52.16,18.64.141.129,TCP,54,[]
12865,131.231881,18.64.141.129,10.200.52.16,TCP,1494,[]
4424,41.619385,10.200.52.16,18.64.141.129,TCP,66,[]
12160,120.9724,18.64.141.129,10.200.52.16,TCP,1494,[]
6863,60.743137,18.64.141.129,10.200.52.16,TCP,1494,[]
6987,60.777998,18.64.141.129,10.200.52.16,TCP,1494,[]
4869,46.005556,104.18.2.161,10.200.52.16,UDP,898,[]
9491,90.97727,10.200.52.16,18.64.141.129,TCP,54,[]
4377,41.579832,18.64.141.129,10.200.52.16,TCP,1494,[]
16270,170.892845,18.64.141.129,10.200.52.16,TCP,1494,[]
9545,90.985563,18.64.141.129,10.200.52.16,TCP,1494,[]
2927,30.4388,10.200.52.16,18.64.141.129,TCP,66,[]
13742,140.911834,10.200.52.16,18.64.141.129,TCP,66,[]
9826,100.844424,10.200.52.16,18.64.141.129,TCP,54,[]
9480,90.975921,18.64.141.129,10.200.52.16,TCP,1494,[]
8734,81.209008,18.64.141.129,10.200.52.16,TCP,1494,[]
18911,210.5555,18.64.141.129,10.200.52.16,TCP,1494,[]
18505,201.477576,10.200.52.16,18.64.141.129,TCP,54,[]
4351,41.558619,10.200.52.16,18.64.141.129,TCP,54,[]
14792,150.966901,18.64.141.129,10.200.52.16,TCP,1494,[]
3698,33.493204,10.200.52.16,13.107.6.158,TLSv1.2,159,[]
2014,20.76667,10.200.52.16,18.64.141.129,TCP,66,[]
17246,181.250727,10.200.52.16,18.64.141.129,TCP,66,[]
18723,201.780745,18.64.141.129,10.200.52.16,TCP,1494,[]
15804,170.568388,18.64.141.129,10.200.52.16,TCP,1494,[]
5678,50.909048,18.64.141.129,10.200.52.16,TCP,1494,[]
18816,201.850905,18.64.141.129,10.200.52.16,TCP,1494,[]
20189,221.032753,18.64.141.129,10.200.52.16,TCP,1494,[]
2148,20.910856,10.200.52.16,18.64.141.129,TCP,54,[]
8789,81.22259,10.200.52.16,18.64.141.129,TCP,54,[]
2706,21.599991,172.217.19.170,10.200.52.16,UDP,69,[]
7130,60.900447,18.64.141.129,10.200.52.16,TCP,1494,[]
10087,101.120069,10.200.52.16,18.64.141.129,TCP,54,[]
15220,160.798437,18.64.141.129,10.200.52.16,TCP,1494,[]
9700,93.264152,142.250.181.46,10.200.52.16,UDP,67,[]
16435,170.906553,10.200.52.16,18.64.141.129,TCP,66,[]
10956,110.787753,18.64.141.129,10.200.52.16,TCP,1494,[]
18065,195.321985,10.200.52.16,13.107.42.14,TLSv1.2,96,[]
6842,60.735292,18.64.141.129,10.200.52.16,TCP,1494,[]
10428,101.241872,18.64.141.129,10.200.52.16,TCP,1494,[]
811,3.517191,10.200.52.16,8.8.8.8,TCP,54,[]
5318,50.444875,104.18.2.161,10.200.52.16,UDP,1242,[]
14103,150.463809,18.64.141.129,10.200.52.16,TCP,1494,[]
313,0.562162,10.200.52.16,18.64.141.129,TCP,66,[]
