No.,Time,Source,Destination,Protocol,Length,URLs
13245,138.453032,10.200.52.16,192.249.116.249,TCP,54,[]
8125,76.197437,10.200.52.16,142.250.181.46,UDP,1292,[]
7560,70.7832,10.200.52.16,18.64.141.129,TCP,54,[]
11541,120.48748,18.64.141.129,10.200.52.16,TCP,1494,[]
20248,221.058216,18.64.141.129,10.200.52.16,TCP,1494,[]
17915,191.803945,18.64.141.129,10.200.52.16,TCP,1494,[]
17393,190.535696,10.200.52.16,18.64.141.129,TCP,66,[]
2289,20.922801,10.200.52.16,18.64.141.129,TCP,54,[]
1944,20.761131,18.64.141.129,10.200.52.16,TCP,1494,[]
5722,50.966476,10.200.52.16,18.64.141.129,TCP,54,[]
1409,10.793544,10.200.52.16,18.64.141.129,TCP,66,[]
11316,110.956879,10.200.52.16,18.64.141.129,TCP,66,[]
15114,160.784035,18.64.141.129,10.200.52.16,TCP,1494,[]
10723,110.619071,18.64.141.129,10.200.52.16,TCP,1494,[]
12556,131.082337,18.64.141.129,10.200.52.16,TCP,1494,[]
3026,30.59196,18.64.141.129,10.200.52.16,TCP,1494,[]
4058,41.13077,10.200.52.16,18.64.141.129,TCP,66,[]
10912,110.780847,18.64.141.129,10.200.52.16,TCP,1494,[]
10831,110.769532,18.64.141.129,10.200.52.16,TCP,1494,[]
892,10.326309,18.64.141.129,10.200.52.16,TCP,1494,[]
276,0.559275,18.64.141.129,10.200.52.16,TCP,1494,[]
10761,110.624722,18.64.141.129,10.200.52.16,TCP,1494,[]
3577,31.063842,10.200.52.16,18.64.141.129,TCP,66,[]
16868,181.130822,18.64.141.129,10.200.52.16,TCP,1494,[]
16398,170.902539,18.64.141.129,10.200.52.16,TCP,1494,[]
5517,50.824518,18.64.141.129,10.200.52.16,TCP,1494,[]
5911,51.047345,18.64.141.129,10.200.52.16,TCP,1494,[]
3679,32.256775,142.250.181.46,10.200.52.16,UDP,69,[]
5682,50.909313,10.200.52.16,18.64.141.129,TCP,54,[]
14015,140.945791,10.200.52.16,18.64.141.129,TCP,54,[]
11185,110.941321,18.64.141.129,10.200.52.16,TCP,1494,[]
18276,200.941625,10.200.52.16,18.64.141.129,TCP,54,[]
10316,101.194743,18.64.141.129,10.200.52.16,TCP,1494,[]
17801,191.534891,10.200.52.16,18.64.141.129,TCP,54,[]
1400,10.792279,18.64.141.129,10.200.52.16,TCP,1494,[]
7396,70.474194,18.64.141.129,10.200.52.16,TCP,1494,[]
21,0.252681,18.64.141.129,10.200.52.16,TCP,1494,[]
9202,90.810892,18.64.141.129,10.200.52.16,TCP,1494,[]
15185,160.792754,10.200.52.16,18.64.141.129,TCP,54,[]
14967,160.483375,18.64.141.129,10.200.52.16,TCP,1494,[]
9527,90.982535,18.64.141.129,10.200.52.16,TCP,1494,[]
14201,150.629662,10.200.52.16,52.109.77.1,TCP,711,[]
15724,170.270123,10.200.52.16,18.64.141.129,TCP,66,[]
11156,110.937643,18.64.141.129,10.200.52.16,TCP,1494,[]
1852,20.60926,10.200.52.16,18.64.141.129,TCP,66,[]
18035,192.098879,18.64.141.129,10.200.52.16,TCP,1494,[]
4140,41.268462,10.200.52.16,18.64.141.129,TCP,54,[]
2474,21.004976,18.64.141.129,10.200.52.16,TCP,1494,[]
13417,140.605115,10.200.52.16,18.64.141.129,TCP,66,[]
4593,41.734523,18.64.141.129,10.200.52.16,TCP,1494,[]
13474,140.749502,18.64.141.129,10.200.52.16,TCP,1494,[]
12705,131.201711,18.64.141.129,10.200.52.16,TCP,1494,[]
10290,101.191354,10.200.52.16,18.64.141.129,TCP,54,[]
1923,20.759654,10.200.52.16,18.64.141.129,TCP,66,[]
20278,221.066492,10.200.52.16,18.64.141.129,TCP,54,[]
11072,110.926382,18.64.141.129,10.200.52.16,TCP,1494,[]
10640,110.463282,18.64.141.129,10.200.52.16,TCP,1494,[]
20265,221.063073,18.64.141.129,10.200.52.16,TCP,1494,[]
17260,181.251725,18.64.141.129,10.200.52.16,TCP,1494,[]
16998,181.173312,18.64.141.129,10.200.52.16,TCP,1494,[]
1475,10.800488,10.200.52.16,18.64.141.129,TCP,74,[]
7162,60.90775,10.200.52.16,18.64.141.129,TCP,54,[]
2343,20.927406,10.200.52.16,18.64.141.129,TCP,66,[]
20210,221.040299,10.200.52.16,18.64.141.129,TCP,54,[]
7093,60.891879,18.64.141.129,10.200.52.16,TCP,1494,[]
11969,120.952619,10.200.52.16,18.64.141.129,TCP,54,[]
18458,201.374438,18.64.141.129,10.200.52.16,TCP,1494,[]
10792,110.764245,10.200.52.16,18.64.141.129,TCP,66,[]
6261,52.006215,10.200.52.16,104.18.2.161,UDP,87,[]
9993,101.007774,10.200.52.16,18.64.141.129,TCP,54,[]
15764,170.419973,10.200.52.16,18.64.141.129,TCP,74,[]
4590,41.732059,172.64.131.9,10.200.52.16,TCP,60,[]
15819,170.569647,10.200.52.16,18.64.141.129,TCP,54,[]
8346,80.986603,10.200.52.16,18.64.141.129,TCP,54,[]
6935,60.763619,18.64.141.129,10.200.52.16,TCP,1494,[]
16424,170.905651,18.64.141.129,10.200.52.16,TCP,1494,[]
7713,70.929276,18.64.141.129,10.200.52.16,TCP,1494,[]
10225,101.182956,18.64.141.129,10.200.52.16,TCP,1494,[]
12386,130.921635,18.64.141.129,10.200.52.16,TCP,1494,[]
7581,70.791139,18.64.141.129,10.200.52.16,TCP,1494,[]
4131,41.249462,18.64.141.129,10.200.52.16,TCP,1494,[]
10535,103.639467,10.200.52.16,204.79.197.200,TCP,54,[]
18790,201.833029,10.200.52.16,18.64.141.129,TCP,54,[]
3221,30.751865,18.64.141.129,10.200.52.16,TCP,1494,[]
1218,10.77806,18.64.141.129,10.200.52.16,TCP,1494,[]
8716,81.204465,18.64.141.129,10.200.52.16,TCP,1494,[]
20133,221.01561,10.200.52.16,18.64.141.129,TCP,54,[]
6828,60.730729,18.64.141.129,10.200.52.16,TCP,1494,[]
15901,170.719609,18.64.141.129,10.200.52.16,TCP,1494,[]
6346,52.615179,104.18.2.161,10.200.52.16,UDP,912,[]
17699,191.242963,18.64.141.129,10.200.52.16,TCP,1494,[]
10049,101.114268,18.64.141.129,10.200.52.16,TCP,1494,[]
2392,20.931478,18.64.141.129,10.200.52.16,TCP,1494,[]
15470,160.952358,18.64.141.129,10.200.52.16,TCP,1494,[]
1955,20.761831,10.200.52.16,18.64.141.129,TCP,54,[]
6322,52.249139,10.200.52.16,104.18.2.161,UDP,87,[]
6056,51.095425,10.200.52.16,18.64.141.129,TCP,54,[]
16863,181.130517,18.64.141.129,10.200.52.16,TCP,1494,[]
5546,50.839065,10.200.52.16,18.64.141.129,TCP,54,[]
1741,16.071479,10.200.52.16,172.217.17.46,UDP,626,[]
6054,51.094221,10.200.52.16,8.8.4.4,TCP,54,[]
19828,220.7003,18.64.141.129,10.200.52.16,TCP,1494,[]
11232,110.945965,10.200.52.16,18.64.141.129,TCP,54,[]
8840,81.239002,10.200.52.16,18.64.141.129,TCP,54,[]
458,0.713121,18.64.141.129,10.200.52.16,TCP,1494,[]
7998,71.01097,10.200.52.16,18.64.141.129,TCP,54,[]
14385,150.785801,18.64.141.129,10.200.52.16,TCP,1494,[]
5963,51.064207,18.64.141.129,10.200.52.16,TCP,1494,[]
18739,201.794886,18.64.141.129,10.200.52.16,TCP,1494,[]
11656,120.648541,18.64.141.129,10.200.52.16,TCP,1494,[]
1346,10.788408,18.64.141.129,10.200.52.16,TCP,1494,[]
7269,61.004591,18.64.141.129,10.200.52.16,TCP,1494,[]
64,0.401622,10.200.52.16,18.64.141.129,TCP,66,[]
14248,150.767891,18.64.141.129,10.200.52.16,TCP,1494,[]
12234,121.091246,18.64.141.129,10.200.52.16,TCP,1494,[]
10139,101.149169,18.64.141.129,10.200.52.16,TCP,1494,[]
18996,210.827319,10.200.52.16,18.64.141.129,TCP,54,[]
16937,181.165029,18.64.141.129,10.200.52.16,TCP,1494,[]
8146,76.209661,10.200.52.16,142.250.181.46,UDP,1292,[]
3030,30.736065,18.64.141.129,10.200.52.16,TCP,1494,[]
8620,81.177758,18.64.141.129,10.200.52.16,TCP,1494,[]
7054,60.881854,10.200.52.16,18.64.141.129,TCP,54,[]
18608,201.646189,18.64.141.129,10.200.52.16,TCP,1494,[]
9984,101.006482,18.64.141.129,10.200.52.16,TCP,1494,[]
9301,90.943702,10.200.52.16,18.64.141.129,TCP,66,[]
18752,201.80534,10.200.52.16,18.64.141.129,TCP,54,[]
17860,191.679188,18.64.141.129,10.200.52.16,TCP,1494,[]
13944,140.93794,18.64.141.129,10.200.52.16,TCP,1494,[]
12305,130.200173,35.201.109.167,10.200.52.16,TLSv1.2,110,[]
9813,100.842968,10.200.52.16,18.64.141.129,TCP,54,[]
1455,10.798747,10.200.52.16,18.64.141.129,TCP,66,[]
10804,110.765885,18.64.141.129,10.200.52.16,TCP,1494,[]
18574,201.604539,18.64.141.129,10.200.52.16,TCP,1494,[]
3452,31.051354,10.200.52.16,18.64.141.129,TCP,66,[]
14677,150.948754,10.200.52.16,18.64.141.129,TCP,90,[]
13672,140.901207,18.64.141.129,10.200.52.16,TCP,1494,[]
11276,110.952039,18.64.141.129,10.200.52.16,TCP,1494,[]
1818,20.48202,10.200.52.16,13.107.6.158,TLSv1.2,121,[]
19037,210.856017,18.64.141.129,10.200.52.16,TCP,1494,[]
11370,111.064358,18.64.141.129,10.200.52.16,TCP,1494,[]
62,0.40155,10.200.52.16,18.64.141.129,TCP,66,[]
7736,70.935382,18.64.141.129,10.200.52.16,TCP,1494,[]
20156,221.024089,18.64.141.129,10.200.52.16,TCP,1494,[]
5313,50.43268,104.18.2.161,10.200.52.16,UDP,1242,[]
3099,30.74115,18.64.141.129,10.200.52.16,TCP,1494,[]
8162,76.214513,10.200.52.16,142.250.181.46,UDP,137,[]
7699,70.828929,18.64.141.129,10.200.52.16,TCP,1494,[]
19207,210.996884,10.200.52.16,18.64.141.129,TCP,90,[]
10318,101.194743,18.64.141.129,10.200.52.16,TCP,1494,[]
9852,100.84877,18.64.141.129,10.200.52.16,TCP,1494,[]
5165,49.210979,104.18.2.161,10.200.52.16,UDP,264,[]
15510,160.956412,18.64.141.129,10.200.52.16,TCP,1494,[]
18898,210.549204,18.64.141.129,10.200.52.16,TCP,1494,[]
11922,120.947237,18.64.141.129,10.200.52.16,TCP,1494,[]
6823,60.728371,18.64.141.129,10.200.52.16,TCP,1494,[]
634,0.729065,18.64.141.129,10.200.52.16,TCP,1494,[]
6708,60.573743,18.64.141.129,10.200.52.16,TCP,1494,[]
1924,20.759721,18.64.141.129,10.200.52.16,TCP,1494,[]
19588,211.213059,18.64.141.129,10.200.52.16,TCP,1494,[]
8192,76.37551,142.250.181.46,10.200.52.16,UDP,123,[]
3461,31.052077,18.64.141.129,10.200.52.16,TCP,1494,[]
16831,181.100824,18.64.141.129,10.200.52.16,TCP,1494,[]
3133,30.743844,10.200.52.16,18.64.141.129,TCP,54,[]
11710,120.793667,18.64.141.129,10.200.52.16,TCP,1494,[]
11514,120.337114,18.64.141.129,10.200.52.16,TCP,452,[]
18106,200.373287,18.64.141.129,10.200.52.16,TCP,1494,[]
13848,140.92857,18.64.141.129,10.200.52.16,TCP,1494,[]
16698,181.011381,10.200.52.16,18.64.141.129,TCP,66,[]
9416,90.965601,10.200.52.16,18.64.141.129,TCP,66,[]
19082,210.883367,18.64.141.129,10.200.52.16,TCP,1494,[]
3148,30.745189,10.200.52.16,18.64.141.129,TCP,54,[]
18801,201.841082,18.64.141.129,10.200.52.16,TCP,1494,[]
4715,43.495565,8.8.4.4,10.200.52.16,TCP,66,[]
12697,131.201052,18.64.141.129,10.200.52.16,TCP,1494,[]
5002,47.267556,10.200.52.16,104.18.2.161,UDP,87,[]
14266,150.769824,18.64.141.129,10.200.52.16,TCP,1494,[]
6805,60.607138,10.200.52.16,18.64.141.129,TCP,54,[]
11016,110.919224,10.200.52.16,18.64.141.129,TCP,66,[]
19980,220.866427,10.200.52.16,18.64.141.129,TCP,54,[]
3438,31.050392,18.64.141.129,10.200.52.16,TCP,1494,[]
15009,160.633278,18.64.141.129,10.200.52.16,TCP,1494,[]
18481,201.419464,10.200.52.16,18.64.141.129,TCP,54,[]
4966,46.852496,104.18.2.161,10.200.52.16,UDP,1063,[]
11277,110.952054,10.200.52.16,18.64.141.129,TCP,66,[]
8669,81.191998,18.64.141.129,10.200.52.16,TCP,1494,[]
13725,140.90969,10.200.52.16,18.64.141.129,TCP,54,[]
17793,191.524749,18.64.141.129,10.200.52.16,TCP,1494,[]
15177,160.792136,18.64.141.129,10.200.52.16,TCP,1494,[]
18442,201.351015,10.200.52.16,18.64.141.129,TCP,66,[]
4170,41.326259,13.107.6.158,10.200.52.16,TLSv1.2,92,[]
12607,131.089823,10.200.52.16,8.8.4.4,TCP,56,[]
408,0.70622,18.64.141.129,10.200.52.16,TCP,1494,[]
15478,160.95331,18.64.141.129,10.200.52.16,TCP,1494,[]
8345,80.986583,18.64.141.129,10.200.52.16,TCP,1494,[]
14550,150.933417,10.200.52.16,18.64.141.129,TCP,90,[]
4123,41.238534,18.64.141.129,10.200.52.16,TCP,1494,[]
1624,10.928935,18.64.141.129,10.200.52.16,TCP,1494,[]
1596,10.823405,18.64.141.129,10.200.52.16,TCP,1494,[]
19670,218.037687,10.200.52.16,239.255.255.250,SSDP,218,[]
15750,170.325325,10.200.52.16,172.217.17.35,UDP,74,[]
6357,52.780994,104.18.2.161,10.200.52.16,UDP,1242,[]
171,0.446018,18.64.141.129,10.200.52.16,TCP,1494,[]
4905,46.153359,172.217.17.35,10.200.52.16,UDP,1292,[]
2883,30.292228,10.200.52.16,18.64.141.129,TCP,89,[]
3206,30.750463,18.64.141.129,10.200.52.16,TCP,1494,[]
15670,161.081808,10.200.52.16,18.64.141.129,TCP,66,[]
16480,174.099667,172.217.19.202,10.200.52.16,UDP,225,[]
13378,140.600466,10.200.52.16,18.64.141.129,TCP,66,[]
12018,120.958275,18.64.141.129,10.200.52.16,TCP,1494,[]
12300,129.292038,10.200.52.16,172.217.17.46,UDP,74,[]
14674,150.948387,18.64.141.129,10.200.52.16,TCP,1494,[]
5406,50.675547,18.64.141.129,10.200.52.16,TCP,1494,[]
7782,70.950022,18.64.141.129,10.200.52.16,TCP,1494,[]
13688,140.904266,10.200.52.16,18.64.141.129,TCP,54,[]
15975,170.730258,18.64.141.129,10.200.52.16,TCP,1494,[]
1386,10.791122,10.200.52.16,18.64.141.129,TCP,66,[]
8065,71.896657,10.200.52.16,172.217.19.202,UDP,74,[]
1296,10.784724,10.200.52.16,18.64.141.129,TCP,54,[]
684,0.732761,18.64.141.129,10.200.52.16,TCP,1494,[]
8333,80.878832,10.200.52.16,18.64.141.129,TCP,54,[]
17717,191.287135,18.64.141.129,10.200.52.16,TCP,1494,[]
10868,110.774539,10.200.52.16,18.64.141.129,TCP,54,[]
16511,180.3111,13.107.42.14,10.200.52.16,TLSv1.2,100,[]
16044,170.738957,18.64.141.129,10.200.52.16,TCP,1494,[]
14079,150.351463,13.107.42.14,10.200.52.16,TCP,60,[]
19317,211.059412,18.64.141.129,10.200.52.16,TCP,1494,[]
10248,101.187009,18.64.141.129,10.200.52.16,TCP,1494,[]
7361,67.060428,10.200.52.16,13.107.42.14,TCP,1494,[]
680,0.732501,18.64.141.129,10.200.52.16,TCP,1494,[]
10811,110.767189,18.64.141.129,10.200.52.16,TCP,1494,[]
1498,10.802413,18.64.141.129,10.200.52.16,TCP,1494,[]
10209,101.180627,10.200.52.16,18.64.141.129,TCP,66,[]
801,3.364568,10.200.52.16,8.8.8.8,DNS,90,[]
15502,160.95577,10.200.52.16,18.64.141.129,TCP,66,[]
748,0.739613,10.200.52.16,18.64.141.129,TCP,54,[]
17214,181.226911,18.64.141.129,10.200.52.16,TCP,1494,[]
4030,41.067489,10.200.52.16,18.64.141.129,TCP,90,[]
5982,51.072007,18.64.141.129,10.200.52.16,TCP,1494,[]
18164,200.684388,10.200.52.16,18.64.141.129,TCP,54,[]
17498,190.80486,10.200.52.16,18.64.141.129,TCP,82,[]
2207,20.916136,18.64.141.129,10.200.52.16,TCP,1494,[]
3057,30.738041,18.64.141.129,10.200.52.16,TCP,1494,[]
10866,110.77439,18.64.141.129,10.200.52.16,TCP,1494,[]
11593,120.639378,10.200.52.16,18.64.141.129,TCP,54,[]
591,0.725503,18.64.141.129,10.200.52.16,TCP,1494,[]
11340,111.034854,18.64.141.129,10.200.52.16,TCP,1494,[]
7509,70.657096,18.64.141.129,10.200.52.16,TCP,1494,[]
7776,70.946242,10.200.52.16,18.64.141.129,TCP,54,[]
16119,170.887549,18.64.141.129,10.200.52.16,TCP,620,[]
3690,32.423311,10.200.52.16,142.250.181.46,UDP,74,[]
16537,180.561858,10.200.52.16,18.64.141.129,TCP,89,[]
1492,10.801914,18.64.141.129,10.200.52.16,TCP,1494,[]
8442,81.033128,10.200.52.16,18.64.141.129,TCP,54,[]
12466,131.043321,18.64.141.129,10.200.52.16,TCP,1494,[]
17644,191.114,10.200.52.16,18.64.141.129,TCP,66,[]
517,0.719581,10.200.52.16,18.64.141.129,TCP,66,[]
18037,192.106133,18.64.141.129,10.200.52.16,TCP,1494,[]
1406,10.793455,18.64.141.129,10.200.52.16,TCP,1494,[]
7090,60.891186,18.64.141.129,10.200.52.16,TCP,1494,[]
5266,49.874813,104.18.2.161,10.200.52.16,UDP,1242,[]
10118,101.145884,18.64.141.129,10.200.52.16,TCP,1494,[]
963,10.478485,10.200.52.16,18.64.141.129,TCP,54,[]
3137,30.744212,18.64.141.129,10.200.52.16,TCP,1494,[]
16565,180.710133,18.64.141.129,10.200.52.16,TCP,1494,[]
8671,81.192145,10.200.52.16,18.64.141.129,TCP,54,[]
18244,200.867878,10.200.52.16,18.64.141.129,TCP,54,[]
11648,120.647036,10.200.52.16,18.64.141.129,TCP,54,[]
14281,150.771708,18.64.141.129,10.200.52.16,TCP,1494,[]
15354,160.937846,18.64.141.129,10.200.52.16,TCP,1494,[]
19015,210.844272,18.64.141.129,10.200.52.16,TCP,1494,[]
3287,31.036762,18.64.141.129,10.200.52.16,TCP,1494,[]
7837,70.964219,18.64.141.129,10.200.52.16,TCP,1494,[]
18842,202.907387,10.200.52.16,66.102.1.188,TCP,55,[]
16109,170.867921,18.64.141.129,10.200.52.16,TCP,1494,[]
5842,51.020179,18.64.141.129,10.200.52.16,TCP,1494,[]
7730,70.933063,10.200.52.16,18.64.141.129,TCP,54,[]
5804,51.001874,10.200.52.16,18.64.141.129,TCP,54,[]
7801,70.95409,18.64.141.129,10.200.52.16,TCP,1494,[]
6519,54.139091,104.18.2.161,10.200.52.16,UDP,1242,[]
18543,201.555044,18.64.141.129,10.200.52.16,TCP,1494,[]
1504,10.80274,18.64.141.129,10.200.52.16,TCP,1494,[]
1188,10.640159,10.200.52.16,18.64.141.129,TCP,54,[]
17388,190.51527,18.64.141.129,10.200.52.16,TCP,1494,[]
4317,41.524868,10.200.52.16,18.64.141.129,TCP,54,[]
12592,131.086182,10.200.52.16,18.64.141.129,TCP,90,[]
13910,140.934964,18.64.141.129,10.200.52.16,TCP,1494,[]
10384,101.235702,10.200.52.16,18.64.141.129,TCP,66,[]
777,0.851601,10.200.52.16,13.107.6.158,TCP,55,[]
12551,131.082197,10.200.52.16,18.64.141.129,TCP,74,[]
4686,41.995846,10.200.52.16,104.18.2.161,UDP,1292,[]
13268,139.324645,172.217.17.35,10.200.52.16,UDP,69,[]
4683,41.995408,10.200.52.16,104.18.2.161,UDP,89,[]
15616,160.96599,18.64.141.129,10.200.52.16,TCP,1494,[]
3361,31.044683,18.64.141.129,10.200.52.16,TCP,1494,[]
2992,30.589508,18.64.141.129,10.200.52.16,TCP,1494,[]
12621,131.105088,18.64.141.129,10.200.52.16,TCP,1494,[]
7203,60.920457,10.200.52.16,18.64.141.129,TCP,54,[]
4765,44.049836,10.200.52.16,104.18.2.161,UDP,86,[]
17256,181.251306,10.200.52.16,18.64.141.129,TCP,54,[]
18463,201.381809,18.64.141.129,10.200.52.16,TCP,1494,[]
3326,31.040155,18.64.141.129,10.200.52.16,TCP,1494,[]
12812,131.226007,10.200.52.16,18.64.141.129,TCP,54,[]
14946,160.333947,18.64.141.129,10.200.52.16,TCP,1494,[]
19987,220.869173,10.200.52.16,18.64.141.129,TCP,66,[]
15209,160.796509,18.64.141.129,10.200.52.16,TCP,1494,[]
825,3.661481,142.251.31.101,10.200.52.16,UDP,270,[]
15082,160.643714,18.64.141.129,10.200.52.16,TCP,1494,[]
20182,221.029799,18.64.141.129,10.200.52.16,TCP,1494,[]
18767,201.816598,18.64.141.129,10.200.52.16,TCP,1494,[]
11980,120.954238,18.64.141.129,10.200.52.16,TCP,1494,[]
8787,81.221907,18.64.141.129,10.200.52.16,TCP,1494,[]
1613,10.928241,18.64.141.129,10.200.52.16,TCP,1494,[]
4956,46.546041,10.200.52.16,104.18.2.161,UDP,92,[]
18063,194.039141,10.200.52.16,172.217.19.202,UDP,74,[]
15006,160.487692,18.64.141.129,10.200.52.16,TCP,1295,[]
6134,51.393731,10.200.52.16,172.217.19.173,UDP,77,[]
6235,51.914045,104.18.2.161,10.200.52.16,UDP,785,[]
12921,131.23857,18.64.141.129,10.200.52.16,TCP,1494,[]
14245,150.767499,10.200.52.16,18.64.141.129,TCP,66,[]
8343,80.986368,10.200.52.16,18.64.141.129,TCP,54,[]
1452,10.798552,18.64.141.129,10.200.52.16,TCP,1494,[]
17665,191.161771,10.200.52.16,18.64.141.129,TCP,66,[]
1514,10.803398,18.64.141.129,10.200.52.16,TCP,1494,[]
2676,21.541579,10.200.52.16,8.8.4.4,TCP,54,[]
8353,80.988241,10.200.52.16,18.64.141.129,TCP,54,[]
13444,140.746662,18.64.141.129,10.200.52.16,TCP,1494,[]
6609,54.515879,104.18.2.161,10.200.52.16,UDP,1242,[]
19114,210.900871,18.64.141.129,10.200.52.16,TCP,1494,[]
8365,80.991365,10.200.52.16,18.64.141.129,TCP,54,[]
19432,211.112868,10.200.52.16,18.64.141.129,TCP,90,[]
16669,180.981175,18.64.141.129,10.200.52.16,TCP,1494,[]
17225,181.231519,18.64.141.129,10.200.52.16,TCP,1494,[]
19567,211.199731,18.64.141.129,10.200.52.16,TCP,1494,[]
11063,110.925775,10.200.52.16,18.64.141.129,TCP,66,[]
14466,150.91927,18.64.141.129,10.200.52.16,TCP,1494,[]
1745,16.301295,172.217.17.46,10.200.52.16,UDP,243,[]
16728,181.014846,10.200.52.16,18.64.141.129,TCP,66,[]
4863,45.884785,104.18.2.161,10.200.52.16,UDP,65,[]
7216,60.924162,18.64.141.129,10.200.52.16,TCP,1494,[]
11489,120.311511,13.107.42.14,10.200.52.16,TLSv1.2,100,[]
1823,20.607302,18.64.141.129,10.200.52.16,TCP,1494,[]
812,3.517752,10.200.52.16,142.251.31.101,UDP,611,[]
869,10.175809,10.200.52.16,18.64.141.129,TCP,66,[]
13152,135.703885,8.8.8.8,10.200.52.16,DNS,104,[]
20173,221.028305,18.64.141.129,10.200.52.16,TCP,1494,[]
7745,70.937192,18.64.141.129,10.200.52.16,TCP,1494,[]
19560,211.195183,18.64.141.129,10.200.52.16,TCP,1494,[]
14517,150.929401,10.200.52.16,18.64.141.129,TCP,74,[]
19882,220.82299,18.64.141.129,10.200.52.16,TCP,1494,[]
17857,191.669068,10.200.52.16,18.64.141.129,TCP,54,[]
7022,60.874229,18.64.141.129,10.200.52.16,TCP,1494,[]
8917,81.632051,10.200.52.16,35.241.24.90,TCP,55,[]
3281,31.018381,18.64.141.129,10.200.52.16,TCP,1494,[]
18454,201.363208,10.200.52.16,18.64.141.129,TCP,54,[]
12112,120.96754,18.64.141.129,10.200.52.16,TCP,1494,[]
17257,181.251413,18.64.141.129,10.200.52.16,TCP,1494,[]
10376,101.235006,10.200.52.16,18.64.141.129,TCP,54,[]
18348,201.129023,18.64.141.129,10.200.52.16,TCP,1494,[]
19607,211.225516,18.64.141.129,10.200.52.16,TCP,1494,[]
13664,140.90046,18.64.141.129,10.200.52.16,TCP,1494,[]
18317,201.04337,10.200.52.16,18.64.141.129,TCP,66,[]
20015,220.977209,18.64.141.129,10.200.52.16,TCP,1494,[]
5415,50.682497,18.64.141.129,10.200.52.16,TCP,1494,[]
19752,220.652529,10.200.52.16,18.64.141.129,TCP,54,[]
18696,201.750967,10.200.52.16,18.64.141.129,TCP,66,[]
19773,220.671062,18.64.141.129,10.200.52.16,TCP,1494,[]
20378,226.107353,10.200.52.16,172.217.17.35,UDP,1292,[]
13302,140.447427,10.200.52.16,18.64.141.129,TCP,54,[]
3525,31.059012,10.200.52.16,18.64.141.129,TCP,54,[]
10778,110.627296,18.64.141.129,10.200.52.16,TCP,469,[]
8820,81.234446,18.64.141.129,10.200.52.16,TCP,1494,[]
11525,120.485949,10.200.52.16,18.64.141.129,TCP,54,[]
6150,51.542199,104.18.2.161,10.200.52.16,UDP,694,[]
5421,50.683169,10.200.52.16,18.64.141.129,TCP,54,[]
6725,60.579045,18.64.141.129,10.200.52.16,TCP,1494,[]
16527,180.55872,10.200.52.16,18.64.141.129,TCP,54,[]
5080,48.128492,104.18.2.161,10.200.52.16,UDP,142,[]
18440,201.348981,10.200.52.16,18.64.141.129,TCP,74,[]
2559,21.063914,10.200.52.16,18.64.141.129,TCP,54,[]
4964,46.817245,104.18.2.161,10.200.52.16,UDP,1062,[]
19529,211.178137,10.200.52.16,18.64.141.129,TCP,90,[]
1845,20.608915,10.200.52.16,18.64.141.129,TCP,66,[]
7883,70.978435,18.64.141.129,10.200.52.16,TCP,1494,[]
17613,191.040347,18.64.141.129,10.200.52.16,TCP,1494,[]
17600,191.010768,18.64.141.129,10.200.52.16,TCP,1494,[]
10157,101.151319,18.64.141.129,10.200.52.16,TCP,1494,[]
8817,81.233758,18.64.141.129,10.200.52.16,TCP,1494,[]
19905,220.833162,10.200.52.16,18.64.141.129,TCP,54,[]
10870,110.775238,18.64.141.129,10.200.52.16,TCP,1494,[]
4534,41.712736,18.64.141.129,10.200.52.16,TCP,1494,[]
10664,110.465837,10.200.52.16,18.64.141.129,TCP,66,[]
15438,160.949334,18.64.141.129,10.200.52.16,TCP,1494,[]
4045,41.102764,10.200.52.16,18.64.141.129,TCP,74,[]
12396,130.922631,18.64.141.129,10.200.52.16,TCP,1494,[]
16471,173.903442,172.217.19.202,10.200.52.16,UDP,64,[]
17997,192.011969,18.64.141.129,10.200.52.16,TCP,1494,[]
7320,61.154227,10.200.52.16,18.64.141.129,TCP,54,[]
17069,181.179114,10.200.52.16,18.64.141.129,TCP,90,[]
5295,50.366525,18.64.141.129,10.200.52.16,TCP,1494,[]
4474,41.660378,18.64.141.129,10.200.52.16,TCP,1494,[]
3373,31.045201,18.64.141.129,10.200.52.16,TCP,1494,[]
18601,201.636569,18.64.141.129,10.200.52.16,TCP,1494,[]
6409,53.232216,10.200.52.16,104.18.2.161,UDP,87,[]
19515,211.171532,10.200.52.16,18.64.141.129,TCP,90,[]
3635,32.070276,8.8.4.4,10.200.52.16,TCP,66,[]
19461,211.134305,18.64.141.129,10.200.52.16,TCP,1494,[]
18748,201.802372,10.200.52.16,18.64.141.129,TCP,54,[]
7557,70.782319,10.200.52.16,18.64.141.129,TCP,54,[]
1744,16.301295,172.217.17.46,10.200.52.16,UDP,155,[]
19106,210.898946,18.64.141.129,10.200.52.16,TCP,1494,[]
5350,50.527951,10.200.52.16,18.64.141.129,TCP,54,[]
14102,150.463809,18.64.141.129,10.200.52.16,TCP,1494,[]
9864,100.850438,18.64.141.129,10.200.52.16,TCP,1494,[]
2017,20.767088,18.64.141.129,10.200.52.16,TCP,1494,[]
3518,31.058911,18.64.141.129,10.200.52.16,TCP,1494,[]
17689,191.22775,18.64.141.129,10.200.52.16,TCP,1494,[]
